cmdb数据库SN,交付清单SN,猎豹SN,BMC界面SN,飞书云文档SN,主机名,别名,带外地址,带内地址,是否一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0037,GOI4X8312A0037,GOI4X8312A0037,GOI4X8312A0037,MDC-DH1W-F23-POD2-GPU-126,hgx382,10.240.9.127,10.240.2.126,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0007,GOH4X8312A0007,GOH4X8312A0007,GOH4X8312A0007,MDC-DH1W-I07-POD2-GPU-127,hgx383,10.240.9.128,10.240.2.127,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0039,GOH4X8312A0039,GOH4X8312A0039,GOH4X8312A0039,MDC-DH1W-I08-POD2-GPU-128,hgx384,10.240.9.129,10.240.2.128,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0100,GOH4X8312A0100,GOH4X8312A0100,GOH4X8312A0100,MDC-DH1W-I09-POD2-GPU-129,hgx385,10.240.9.130,10.240.3.1,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0015,GOH4X8312A0015,GOH4X8312A0015,GOH4X8312A0015,MDC-DH1W-I10-POD2-GPU-130,hgx386,10.240.9.131,10.240.3.2,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0097,GOH4X8312A0097,GOH4X8312A0097,GOH4X8312A0097,MDC-DH1W-I11-POD2-GPU-131,hgx387,10.240.9.132,10.240.3.3,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0059,GOI4X8312A0059,GOI4X8312A0059,GOI4X8312A0059,MDC-DH1W-I12-POD2-GPU-132,hgx388,10.240.9.133,10.240.3.4,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0090,GOH4X8312A0090,GOH4X8312A0090,GOH4X8312A0090,MDC-DH1W-I13-POD2-GPU-133,hgx389,10.240.9.134,10.240.3.5,一致,,,,,,,,,,,,,,,,,
,GOG4X8512A0037,GOG4X8512A0037,GOG4X8512A0037,GOG4X8512A0037,MDC-DH1W-I14-POD2-GPU-134,hgx390,10.240.9.135,10.240.3.6,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0021,GOH4X8312A0021,GOH4X8312A0021,GOH4X8312A0021,MDC-DH1W-I15-POD2-GPU-135,hgx391,10.240.9.136,10.240.3.7,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0004,GOH4X8312A0004,GOH4X8312A0004,GOH4X8312A0004,MDC-DH1W-I16-POD2-GPU-136,hgx392,10.240.9.137,10.240.3.8,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0024,GOH4X8312A0024,GOH4X8312A0024,GOH4X8312A0024,MDC-DH1W-I17-POD2-GPU-137,hgx393,10.240.9.138,10.240.3.9,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0087,GOH4X8312A0087,GOH4X8312A0087,GOH4X8312A0087,MDC-DH1W-I18-POD2-GPU-138,hgx394,10.240.9.139,10.240.3.10,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0047,GOH4X8312A0047,GOH4X8312A0047,GOH4X8312A0047,MDC-DH1W-I19-POD2-GPU-139,hgx395,10.240.9.140,10.240.3.11,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0005,GOH4X8312A0005,GOH4X8312A0005,GOH4X8312A0005,MDC-DH1W-I20-POD2-GPU-140,hgx396,10.240.9.141,10.240.3.12,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0166,GOH4X8312A0166,GOH4X8312A0166,GOH4X8312A0166,MDC-DH1W-I21-POD2-GPU-141,hgx397,10.240.9.142,10.240.3.13,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0009,GOH4X8312A0009,GOH4X8312A0009,GOH4X8312A0009,MDC-DH1W-I22-POD2-GPU-142,hgx398,10.240.9.143,10.240.3.14,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0063,GOH4X8312A0063,GOH4X8312A0063,GOH4X8312A0063,MDC-DH1W-I23-POD2-GPU-143,hgx399,10.240.9.144,10.240.3.15,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0071,GOH4X8312A0071,GOH4X8312A0071,GOH4X8312A0071,MDC-DH1W-J07-POD2-GPU-144,hgx400,10.240.9.145,10.240.3.16,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0065,GOH4X8312A0065,GOH4X8312A0065,GOH4X8312A0065,MDC-DH1W-J08-POD2-GPU-145,hgx401,10.240.9.146,10.240.3.17,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0003,GOH4X8312A0003,GOH4X8312A0003,GOH4X8312A0003,MDC-DH1W-J09-POD2-GPU-146,hgx402,10.240.9.147,10.240.3.18,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0138,GOH4X8312A0138,GOH4X8312A0138,GOH4X8312A0138,MDC-DH1W-J10-POD2-GPU-147,hgx403,10.240.9.148,10.240.3.19,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0089,GOH4X8312A0089,GOH4X8312A0089,GOH4X8312A0089,MDC-DH1W-J11-POD2-GPU-148,hgx404,10.240.9.149,10.240.3.20,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0026,GOH4X8312A0026,GOH4X8312A0026,GOH4X8312A0026,MDC-DH1W-J12-POD2-GPU-149,hgx405,10.240.9.150,10.240.3.21,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0142,GOG4X8312A0142,GOG4X8312A0142,GOG4X8312A0142,MDC-DH1W-N05-POD2-GPU-150,hgx406,10.240.9.151,10.240.3.22,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0109,GOH4X8312A0109,GOH4X8312A0109,GOH4X8312A0109,MDC-DH1W-N06-POD2-GPU-151,hgx407,10.240.9.152,10.240.3.23,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0085,GOG4X8312A0085,GOG4X8312A0085,GOG4X8312A0085,MDC-DH1W-N07-POD2-GPU-152,hgx408,10.240.9.153,10.240.3.24,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0086,GOH4X8312A0086,GOH4X8312A0086,GOH4X8312A0086,MDC-DH1W-J16-POD2-GPU-153,hgx409,10.240.9.154,10.240.3.25,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0054,GOH4X8312A0054,GOH4X8312A0054,GOH4X8312A0054,MDC-DH1W-J17-POD2-GPU-154,hgx410,10.240.9.155,10.240.3.26,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0068,GOH4X8312A0068,GOH4X8312A0068,GOH4X8312A0068,MDC-DH1W-J18-POD2-GPU-155,hgx411,10.240.9.156,10.240.3.27,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0049,GOI4X8312A0049,GOI4X8312A0049,GOI4X8312A0049,MDC-DH1W-J19-POD2-GPU-156,hgx412,10.240.9.157,10.240.3.28,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0055,GOH4X8312A0055,GOH4X8312A0055,GOH4X8312A0055,MDC-DH1W-J20-POD2-GPU-157,hgx413,10.240.9.158,10.240.3.29,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0101,GOH4X8312A0101,GOH4X8312A0101,GOH4X8312A0101,MDC-DH1W-J21-POD2-GPU-158,hgx414,10.240.9.159,10.240.3.30,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0057,GOH4X8312A0057,GOH4X8312A0057,GOH4X8312A0057,MDC-DH1W-J22-POD2-GPU-159,hgx415,10.240.9.160,10.240.3.31,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0034,GOH4X8312A0034,GOH4X8312A0034,GOH4X8312A0034,MDC-DH1W-J23-POD2-GPU-160,hgx416,10.240.9.161,10.240.3.32,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0035,GOH4X8312A0035,GOH4X8312A0035,GOH4X8312A0035,MDC-DH1W-J24-POD2-GPU-161,hgx417,10.240.9.162,10.240.3.33,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0103,GOH4X8312A0103,GOH4X8312A0103,GOH4X8312A0103,MDC-DH1W-J25-POD2-GPU-162,hgx418,10.240.9.163,10.240.3.34,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0186,GOH4X8312A0186,GOH4X8312A0186,GOH4X8312A0186,MDC-DH1W-J26-POD2-GPU-163,hgx419,10.240.9.164,10.240.3.35,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0033,GOH4X8312A0033,GOH4X8312A0033,GOH4X8312A0033,MDC-DH1W-J27-POD2-GPU-164,hgx420,10.240.9.165,10.240.3.36,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0008,GOH4X8312A0008,GOH4X8312A0008,GOH4X8312A0008,MDC-DH1W-J28-POD2-GPU-165,hgx421,10.240.9.166,10.240.3.37,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0020,GOH4X8312A0020,GOH4X8312A0020,GOH4X8312A0020,MDC-DH1W-J29-POD2-GPU-166,hgx422,10.240.9.167,10.240.3.38,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0043,GOH4X8312A0043,GOH4X8312A0043,GOH4X8312A0043,MDC-DH1W-K07-POD2-GPU-167,hgx423,10.240.9.168,10.240.3.39,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0031,GOH4X8312A0031,GOH4X8312A0031,GOH4X8312A0031,MDC-DH1W-K08-POD2-GPU-168,hgx424,10.240.9.169,10.240.3.40,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0133,GOH4X8312A0133,GOH4X8312A0133,GOH4X8312A0133,MDC-DH1W-K09-POD2-GPU-169,hgx425,10.240.9.170,10.240.3.41,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0096,GOH4X8312A0096,GOH4X8312A0096,GOH4X8312A0096,MDC-DH1W-K10-POD2-GPU-170,hgx426,10.240.9.171,10.240.3.42,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0173,GOH4X8312A0173,GOH4X8312A0173,GOH4X8312A0173,MDC-DH1W-K11-POD2-GPU-171,hgx427,10.240.9.172,10.240.3.43,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0072,GOH4X8312A0072,GOH4X8312A0072,GOH4X8312A0072,MDC-DH1W-K12-POD2-GPU-172,hgx428,10.240.9.173,10.240.3.44,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0023,GOH4X8312A0023,GOH4X8312A0023,GOH4X8312A0023,MDC-DH1W-K13-POD2-GPU-173,hgx429,10.240.9.174,10.240.3.45,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0188,GOG4X8312A0188,GOG4X8312A0188,GOG4X8312A0188,MDC-DH1W-K14-POD2-GPU-174,hgx430,10.240.9.175,10.240.3.46,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0044,GOG4X8312A0044,GOG4X8312A0044,GOG4X8312A0044,MDC-DH1W-K15-POD2-GPU-175,hgx431,10.240.9.176,10.240.3.47,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0176,GOG4X8312A0176,GOG4X8312A0176,GOG4X8312A0176,MDC-DH1W-K16-POD2-GPU-176,hgx432,10.240.9.177,10.240.3.48,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0196,GOG4X8312A0196,GOG4X8312A0196,GOG4X8312A0196,MDC-DH1W-K17-POD2-GPU-177,hgx433,10.240.9.178,10.240.3.49,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0189,GOG4X8312A0189,GOG4X8312A0189,GOG4X8312A0189,MDC-DH1W-K18-POD2-GPU-178,hgx434,10.240.9.179,10.240.3.50,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0073,GOG4X8312A0073,GOG4X8312A0073,GOG4X8312A0073,MDC-DH1W-K19-POD2-GPU-179,hgx435,10.240.9.180,10.240.3.51,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0022,GOG4X8312A0022,GOG4X8312A0022,GOG4X8312A0022,MDC-DH1W-K20-POD2-GPU-180,hgx436,10.240.9.181,10.240.3.52,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0171,GOG4X8312A0171,GOG4X8312A0171,GOG4X8312A0171,MDC-DH1W-K21-POD2-GPU-181,hgx437,10.240.9.182,10.240.3.53,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0052,GOG4X8312A0052,GOG4X8312A0052,GOG4X8312A0052,MDC-DH1W-K22-POD2-GPU-182,hgx438,10.240.9.183,10.240.3.54,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0170,GOG4X8312A0170,GOG4X8312A0170,GOG4X8312A0170,MDC-DH1W-K23-POD2-GPU-183,hgx439,10.240.9.184,10.240.3.55,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0145,GOG4X8312A0145,GOG4X8312A0145,GOG4X8312A0145,MDC-DH1W-K24-POD2-GPU-184,hgx440,10.240.9.185,10.240.3.56,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0034,GOG4X8312A0034,GOG4X8312A0034,GOG4X8312A0034,MDC-DH1W-K25-POD2-GPU-185,hgx441,10.240.9.186,10.240.3.57,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0018,GOG4X8312A0018,GOG4X8312A0018,GOG4X8312A0018,MDC-DH1W-K26-POD2-GPU-186,hgx442,10.240.9.187,10.240.3.58,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0101,GOG4X8312A0101,GOG4X8312A0101,GOG4X8312A0101,MDC-DH1W-K27-POD2-GPU-187,hgx443,10.240.9.188,10.240.3.59,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0062,GOG4X8312A0062,GOG4X8312A0062,GOG4X8312A0062,MDC-DH1W-K28-POD2-GPU-188,hgx444,10.240.9.189,10.240.3.60,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0081,GOG4X8312A0081,GOG4X8312A0081,GOG4X8312A0081,MDC-DH1W-K29-POD2-GPU-189,hgx445,10.240.9.190,10.240.3.61,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0138,GOG4X8312A0138,GOG4X8312A0138,GOG4X8312A0138,MDC-DH1W-M03-POD2-GPU-190,hgx446,10.240.9.191,10.240.3.62,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0093,GOG4X8312A0093,GOG4X8312A0093,GOG4X8312A0093,MDC-DH1W-M04-POD2-GPU-191,hgx447,10.240.9.192,10.240.3.63,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0158,GOG4X8312A0158,GOG4X8312A0158,GOG4X8312A0158,MDC-DH1W-M05-POD2-GPU-192,hgx448,10.240.9.193,10.240.3.64,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0053,GOG4X8312A0053,GOG4X8312A0053,GOG4X8312A0053,MDC-DH1W-M06-POD2-GPU-193,hgx449,10.240.9.194,10.240.3.65,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0071,GOG4X8312A0071,GOG4X8312A0071,GOG4X8312A0071,MDC-DH1W-L06-POD2-GPU-194,hgx450,10.240.9.195,10.240.3.66,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0058,GOG4X8312A0058,GOG4X8312A0058,GOG4X8312A0058,MDC-DH1W-L07-POD2-GPU-195,hgx451,10.240.9.196,10.240.3.67,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0088,GOG4X8312A0088,GOG4X8312A0088,GOG4X8312A0088,MDC-DH1W-L08-POD2-GPU-196,hgx452,10.240.9.197,10.240.3.68,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0026,GOG4X8312A0026,GOG4X8312A0026,GOG4X8312A0026,MDC-DH1W-L09-POD2-GPU-197,hgx453,10.240.9.198,10.240.3.69,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0141,GOG4X8312A0141,GOG4X8312A0141,GOG4X8312A0141,MDC-DH1W-L10-POD2-GPU-198,hgx454,10.240.9.199,10.240.3.70,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0116,GOG4X8312A0116,GOG4X8312A0116,GOG4X8312A0116,MDC-DH1W-L11-POD2-GPU-199,hgx455,10.240.9.200,10.240.3.71,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0057,GOG4X8312A0057,GOG4X8312A0057,GOG4X8312A0057,MDC-DH1W-L12-POD2-GPU-200,hgx456,10.240.9.201,10.240.3.72,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0099,GOG4X8312A0099,GOG4X8312A0099,GOG4X8312A0099,MDC-DH1W-L13-POD2-GPU-201,hgx457,10.240.9.202,10.240.3.73,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0198,GOG4X8312A0198,GOG4X8312A0198,GOG4X8312A0198,MDC-DH1W-L14-POD2-GPU-202,hgx458,10.240.9.203,10.240.3.74,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0144,GOG4X8312A0144,GOG4X8312A0144,GOG4X8312A0144,MDC-DH1W-L15-POD2-GPU-203,hgx459,10.240.9.204,10.240.3.75,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0181,GOG4X8312A0181,GOG4X8312A0181,GOG4X8312A0181,MDC-DH1W-L16-POD2-GPU-204,hgx460,10.240.9.205,10.240.3.76,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0079,GOG4X8312A0079,GOG4X8312A0079,GOG4X8312A0079,MDC-DH1W-L17-POD2-GPU-205,hgx461,10.240.9.206,10.240.3.77,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0012,GOG4X8312A0012,GOG4X8312A0012,GOG4X8312A0012,MDC-DH1W-L18-POD2-GPU-206,hgx462,10.240.9.207,10.240.3.78,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0100,GOG4X8312A0100,GOG4X8312A0100,GOG4X8312A0100,MDC-DH1W-L19-POD2-GPU-207,hgx463,10.240.9.208,10.240.3.79,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0102,GOH4X8312A0102,GOH4X8312A0102,GOH4X8312A0102,MDC-DH1W-L20-POD2-GPU-208,hgx464,10.240.9.209,10.240.3.80,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0013,GOG4X8312A0013,GOG4X8312A0013,GOG4X8312A0013,MDC-DH1W-L21-POD2-GPU-209,hgx465,10.240.9.210,10.240.3.81,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0123,GOG4X8312A0123,GOG4X8312A0123,GOG4X8312A0123,MDC-DH1W-L22-POD2-GPU-210,hgx466,10.240.9.211,10.240.3.82,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0068,GOG4X8312A0068,GOG4X8312A0068,GOG4X8312A0068,MDC-DH1W-L23-POD2-GPU-211,hgx467,10.240.9.212,10.240.3.83,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0134,GOH4X8312A0134,GOH4X8312A0134,GOH4X8312A0134,MDC-DH1W-M07-POD2-GPU-212,hgx468,10.240.9.213,10.240.3.84,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0125,GOG4X8312A0125,GOG4X8312A0125,GOG4X8312A0125,MDC-DH1W-M08-POD2-GPU-213,hgx469,10.240.9.214,10.240.3.85,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0126,GOG4X8312A0126,GOG4X8312A0126,GOG4X8312A0126,MDC-DH1W-M09-POD2-GPU-214,hgx470,10.240.9.215,10.240.3.86,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0065,GOG4X8312A0065,GOG4X8312A0065,GOG4X8312A0065,MDC-DH1W-M10-POD2-GPU-215,hgx471,10.240.9.216,10.240.3.87,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0023,GOG4X8312A0023,GOG4X8312A0023,GOG4X8312A0023,MDC-DH1W-M11-POD2-GPU-216,hgx472,10.240.9.217,10.240.3.88,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0096,GOG4X8312A0096,GOG4X8312A0096,GOG4X8312A0096,MDC-DH1W-M12-POD2-GPU-217,hgx473,10.240.9.218,10.240.3.89,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0025,GOG4X8312A0025,GOG4X8312A0025,GOG4X8312A0025,MDC-DH1W-M13-POD2-GPU-218,hgx474,10.240.9.219,10.240.3.90,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0055,GOG4X8312A0055,GOG4X8312A0055,GOG4X8312A0055,MDC-DH1W-M14-POD2-GPU-219,hgx475,10.240.9.220,10.240.3.91,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0095,GOG4X8312A0095,GOG4X8312A0095,GOG4X8312A0095,MDC-DH1W-M15-POD2-GPU-220,hgx476,10.240.9.221,10.240.3.92,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0038,GOG4X8312A0038,GOG4X8312A0038,GOG4X8312A0038,MDC-DH1W-M16-POD2-GPU-221,hgx477,10.240.9.222,10.240.3.93,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0031,GOG4X8312A0031,GOG4X8312A0031,GOG4X8312A0031,MDC-DH1W-M17-POD2-GPU-222,hgx478,10.240.9.223,10.240.3.94,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0001,GOG4X8312A0001,GOG4X8312A0001,GOG4X8312A0001,MDC-DH1W-M18-POD2-GPU-223,hgx479,10.240.9.224,10.240.3.95,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0019,GOG4X8312A0019,GOG4X8312A0019,GOG4X8312A0019,MDC-DH1W-M19-POD2-GPU-224,hgx480,10.240.9.225,10.240.3.96,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0070,GOH4X8312A0070,GOH4X8312A0070,GOH4X8312A0070,MDC-DH1W-M20-POD2-GPU-225,hgx481,10.240.9.226,10.240.3.97,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0027,GOG4X8312A0027,GOG4X8312A0027,GOG4X8312A0027,MDC-DH1W-M21-POD2-GPU-226,hgx482,10.240.9.227,10.240.3.98,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0086,GOG4X8312A0086,GOG4X8312A0086,GOG4X8312A0086,MDC-DH1W-M22-POD2-GPU-227,hgx483,10.240.9.228,10.240.3.99,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0011,GOG4X8312A0011,GOG4X8312A0011,GOG4X8312A0011,MDC-DH1W-M23-POD2-GPU-228,hgx484,10.240.9.229,10.240.3.100,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0098,GOG4X8312A0098,GOG4X8312A0098,GOG4X8312A0098,MDC-DH1W-M24-POD2-GPU-229,hgx485,10.240.9.230,10.240.3.101,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0113,GOG4X8312A0113,GOG4X8312A0113,GOG4X8312A0113,MDC-DH1W-M25-POD2-GPU-230,hgx486,10.240.9.231,10.240.3.102,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0064,GOH4X8312A0064,GOH4X8312A0064,GOH4X8312A0064,MDC-DH1W-M26-POD2-GPU-231,hgx487,10.240.9.232,10.240.3.103,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0147,GOG4X8312A0147,GOG4X8312A0147,GOG4X8312A0147,MDC-DH1W-M27-POD2-GPU-232,hgx488,10.240.9.233,10.240.3.104,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0112,GOG4X8312A0112,GOG4X8312A0112,GOG4X8312A0112,MDC-DH1W-M28-POD2-GPU-233,hgx489,10.240.9.234,10.240.3.105,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0074,GOG4X8312A0074,GOG4X8312A0074,GOG4X8312A0074,MDC-DH1W-M29-POD2-GPU-234,hgx490,10.240.9.235,10.240.3.106,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0041,GOG4X8312A0041,GOG4X8312A0041,GOG4X8312A0041,MDC-DH1W-N08-POD2-GPU-235,hgx491,10.240.9.236,10.240.3.107,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0083,GOG4X8312A0083,GOG4X8312A0083,GOG4X8312A0083,MDC-DH1W-N09-POD2-GPU-236,hgx492,10.240.9.237,10.240.3.108,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0054,GOG4X8312A0054,GOG4X8312A0054,GOG4X8312A0054,MDC-DH1W-N10-POD2-GPU-237,hgx493,10.240.9.238,10.240.3.109,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0089,GOG4X8312A0089,GOG4X8312A0089,GOG4X8312A0089,MDC-DH1W-N11-POD2-GPU-238,hgx494,10.240.9.239,10.240.3.110,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0010,GOG4X8312A0010,GOG4X8312A0010,GOG4X8312A0010,MDC-DH1W-N12-POD2-GPU-239,hgx495,10.240.9.240,10.240.3.111,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0066,GOG4X8312A0066,GOG4X8312A0066,GOG4X8312A0066,MDC-DH1W-N13-POD2-GPU-240,hgx496,10.240.9.241,10.240.3.112,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0029,GOG4X8312A0029,GOG4X8312A0029,GOG4X8312A0029,MDC-DH1W-N14-POD2-GPU-241,hgx497,10.240.9.242,10.240.3.113,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0108,GOG4X8312A0108,GOG4X8312A0108,GOG4X8312A0108,MDC-DH1W-N15-POD2-GPU-242,hgx498,10.240.9.243,10.240.3.114,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0092,GOG4X8312A0092,GOG4X8312A0092,GOG4X8312A0092,MDC-DH1W-N16-POD2-GPU-243,hgx499,10.240.9.244,10.240.3.115,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0097,GOG4X8312A0097,GOG4X8312A0097,GOG4X8312A0097,MDC-DH1W-N17-POD2-GPU-244,hgx500,10.240.9.245,10.240.3.116,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0060,GOG4X8312A0060,GOG4X8312A0060,GOG4X8312A0060,MDC-DH1W-N18-POD2-GPU-245,hgx501,10.240.9.246,10.240.3.117,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0016,GOG4X8312A0016,GOG4X8312A0016,GOG4X8312A0016,MDC-DH1W-N19-POD2-GPU-246,hgx502,10.240.9.247,10.240.3.118,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0020,GOG4X8312A0020,GOG4X8312A0020,GOG4X8312A0020,MDC-DH1W-N20-POD2-GPU-247,hgx503,10.240.9.248,10.240.3.119,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0021,GOG4X8312A0021,GOG4X8312A0021,GOG4X8312A0021,MDC-DH1W-N21-POD2-GPU-248,hgx504,10.240.9.249,10.240.3.120,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0017,GOG4X8312A0056,GOG4X8312A0056,GOG4X8312A0056,MDC-DH1W-N22-POD2-GPU-249,hgx505,10.240.9.250,10.240.3.121,不一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0084,GOG4X8312A0084,GOG4X8312A0084,GOG4X8312A0084,MDC-DH1W-N23-POD2-GPU-250,hgx506,10.240.9.251,10.240.3.122,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0064,GOG4X8312A0064,GOG4X8312A0064,GOG4X8312A0064,MDC-DH1W-N24-POD2-GPU-251,hgx507,10.240.9.252,10.240.3.123,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0105,GOG4X8312A0105,GOG4X8312A0105,GOG4X8312A0105,MDC-DH1W-N25-POD2-GPU-252,hgx508,10.240.9.253,10.240.3.124,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0061,GOG4X8312A0061,GOG4X8312A0061,GOG4X8312A0061,MDC-DH1W-N26-POD2-GPU-253,hgx509,10.240.9.254,10.240.3.125,一致,,,,,,,,,,,,,,,,,
